Nome do Banco|Nome da Tabela/View|PK: xxx FK: xxx
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Departamento  Fortlev dbo.Departamento(Id_Departamento)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Lote  Fortlev dbo.Lote(Id_Lote)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Secao  Fortlev dbo.Secao(Id_Secao)
Fortlev|dbo.Lote_Log_Criacao|FK: Id_Setor  Fortlev dbo.Setor(Id_Setor)
Fortlev|dbo.Lote_Log_Criacao|PK: Id_Lote_Log_Criacao
Fortlev|dbo.Lote_Marcacao|FK: Id_Lote  Fortlev dbo.Lote(Id_Lote)
Fortlev|dbo.Lote_Marcacao|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Lote_Marcacao|PK: Id_Lote_Marcacao
Fortlev|dbo.Lote|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Lote|PK: Id_Lote
Fortlev|dbo.Mail_Caixa_Saida|FK: Id_Mail_Sender  Fortlev dbo.Mail_Sender(Id_Mail_Sender)
Fortlev|dbo.Mail_Caixa_Saida|PK: Id_Mail_Caixa_Siada
Fortlev|dbo.Mail_Sender|PK: Id_Mail_Sender
Fortlev|dbo.Nota_Fiscal_Fatura|PK: Id_Nota_Fiscal
Fortlev|dbo.Politica_Consumidor|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Politica_Consumidor|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Rateio_Ativo_Critica|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rateio_Ativo_Critica|FK: Id_Rateio  Fortlev dbo.Rateio(Id_Rateio)
Fortlev|dbo.Rateio_Item|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rateio_Item|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Rateio_Item|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Rateio_Item|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Rateio_Item|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Rateio_Item|FK: Id_Rateio  Fortlev dbo.Rateio(Id_Rateio)
Fortlev|dbo.Rateio_Item|PK: Id_Rateio_Item
Fortlev|dbo.Rateio|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Rateio|PK: Id_Rateio
Fortlev|dbo.Rl_Ativo_Centro_Custo|FK: Id_Ativo  Fortlev dbo.Ativo_Parametro(Id_Ativo)
Fortlev|dbo.Rl_Ativo_Centro_Custo|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Rl_Ativo_Centro_Custo|PK: Id_Ativo
Fortlev|dbo.Rl_Ativo_Centro_Custo|PK: Id_Centro_Custo
Fortlev|dbo.Rl_Ativo_Tipo_Ativo_Complemento|FK: Id_Ativo_Complemento  Fortlev dbo.Ativo_Complemento(Id_Ativo_Complemento)
Fortlev|dbo.Rl_Ativo_Tipo_Ativo_Complemento|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Rl_Ativo_Tipo_Ativo_Complemento|PK: Id_Ativo_Tipo
Fortlev|dbo.Rl_Consumidor_Ativo|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rl_Consumidor_Ativo|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Rl_Consumidor_Ativo|PK: Id_Ativo
Fortlev|dbo.Rl_Consumidor_Ativo|PK: Id_Consumidor
Fortlev|dbo.Rl_Estoque_Aparelho_Ativo|FK: Id_Aparelho  Fortlev dbo.Estoque_Aparelho(Id_Aparelho)
Fortlev|dbo.Rl_Estoque_Aparelho_Ativo|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rl_Estoque_Aparelho_Ativo|PK: Id_Aparelho
Fortlev|dbo.Rl_Estoque_Aparelho_Ativo|PK: Id_Ativo
Fortlev|dbo.Rl_Filial_Bilhete_Tipo|FK: Id_Bilhete_Tipo  Fortlev dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Fortlev|dbo.Rl_Filial_Bilhete_Tipo|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Rl_Filial_Bilhete_Tipo|PK: Id_Bilhete_Tipo
Fortlev|dbo.Rl_Filial_Bilhete_Tipo|PK: Id_Filial
Fortlev|dbo.Rl_Hi_Centro_Custo_Departamento|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Rl_Hi_Centro_Custo_Departamento|FK: Id_Departamento  Fortlev dbo.Departamento(Id_Departamento)
Fortlev|dbo.Rl_Hi_Centro_Custo_Departamento|PK: Id_Centro_Custo
Fortlev|dbo.Rl_Hi_Centro_Custo_Departamento|PK: Id_Departamento
Fortlev|dbo.Rl_Hi_Departamento_Setor|FK: Id_Departamento  Fortlev dbo.Departamento(Id_Departamento)
Fortlev|dbo.Rl_Hi_Departamento_Setor|FK: Id_Setor  Fortlev dbo.Setor(Id_Setor)
Fortlev|dbo.Rl_Hi_Departamento_Setor|PK: Id_Departamento
Fortlev|dbo.Rl_Hi_Departamento_Setor|PK: Id_Setor
Fortlev|dbo.Rl_Hi_Filial_Centro_Custo|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Rl_Hi_Filial_Centro_Custo|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Rl_Hi_Filial_Centro_Custo|PK: Id_Centro_Custo
Fortlev|dbo.Rl_Hi_Filial_Centro_Custo|PK: Id_Filial
Fortlev|dbo.Rl_Hi_Setor_Secao|FK: Id_Secao  Fortlev dbo.Secao(Id_Secao)
Fortlev|dbo.Rl_Hi_Setor_Secao|FK: Id_Setor  Fortlev dbo.Setor(Id_Setor)
Fortlev|dbo.Rl_Hi_Setor_Secao|PK: Id_Secao
Fortlev|dbo.Rl_Hi_Setor_Secao|PK: Id_Setor
Fortlev|dbo.Rl_Perfil_Ativo_Usuario|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rl_Perfil_Ativo_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Ativo_Usuario|PK: Id_Ativo
Fortlev|dbo.Rl_Perfil_Ativo_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Centro_Custo_Usuario|FK: Id_Centro_Custo  Fortlev dbo.Centro_Custo(Id_Centro_Custo)
Fortlev|dbo.Rl_Perfil_Centro_Custo_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Centro_Custo_Usuario|PK: Id_Centro_Custo
Fortlev|dbo.Rl_Perfil_Centro_Custo_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Conglomerado_Usuario|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Rl_Perfil_Conglomerado_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Conglomerado_Usuario|PK: Id_Conglomerado
Fortlev|dbo.Rl_Perfil_Conglomerado_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Consumidor_Usuario|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Rl_Perfil_Consumidor_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Consumidor_Usuario|PK: Id_Consumidor
Fortlev|dbo.Rl_Perfil_Consumidor_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Departamento_Usuario|FK: Id_Departamento  Fortlev dbo.Departamento(Id_Departamento)
Fortlev|dbo.Rl_Perfil_Departamento_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Departamento_Usuario|PK: Id_Departamento
Fortlev|dbo.Rl_Perfil_Departamento_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Filial_Usuario|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Rl_Perfil_Filial_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Filial_Usuario|PK: Id_Filial
Fortlev|dbo.Rl_Perfil_Filial_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Secao_Usuario|FK: Id_Secao  Fortlev dbo.Secao(Id_Secao)
Fortlev|dbo.Rl_Perfil_Secao_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Secao_Usuario|PK: Id_Secao
Fortlev|dbo.Rl_Perfil_Secao_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Perfil_Setor_Usuario|FK: Id_Setor  Fortlev dbo.Setor(Id_Setor)
Fortlev|dbo.Rl_Perfil_Setor_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Perfil_Setor_Usuario|PK: Id_Setor
Fortlev|dbo.Rl_Perfil_Setor_Usuario|PK: Id_Usuario
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Ativo|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Ativo|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Ativo|PK: Id_Ativo
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Ativo|PK: Id_Fatura_Parametro
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|PK: Id_Conglomerado
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Conglomerado|PK: Id_Fatura_Parametro
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Filial|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Filial|FK: Id_Filial  Fortlev dbo.Filial(Id_Filial)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Fatura_Parametro
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Filial|PK: Id_Filial
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Fatura_Parametro  Fortlev dbo.Fatura_Parametro(Id_Fatura_Parametro)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|FK: Id_Tronco_Grupo  Fortlev dbo.Tronco_Grupo(Id_Tronco_Grupo)
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Fatura_Parametro
Fortlev|dbo.Rl_Ra_Fatura_Parametro_Tronco_Grupo|PK: Id_Tronco_Grupo
Fortlev|dbo.Rl_Rateio_Fatura|FK: Id_Fatura  Fortlev dbo.Fatura(Id_Fatura)
Fortlev|dbo.Rl_Rateio_Fatura|FK: Id_Rateio  Fortlev dbo.Rateio(Id_Rateio)
Fortlev|dbo.Rl_Rateio_Fatura|PK: Id_Fatura
Fortlev|dbo.Rl_Rateio_Fatura|PK: Id_Rateio
Fortlev|dbo.Rl_Solicitacao_Ativo|FK: Id_Ativo  Fortlev dbo.Ativo(Id_Ativo)
Fortlev|dbo.Rl_Solicitacao_Ativo|FK: Id_Solicitacao  Fortlev dbo.Solicitacao(Id_Solicitacao)
Fortlev|dbo.Rl_Solicitacao_Ativo|PK: Id_Ativo
Fortlev|dbo.Rl_Solicitacao_Ativo|PK: Id_Solicitacao
Fortlev|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Solicitacao_Fila_Atendimento  Fortlev dbo.Solicitacao_Fila_Atendimento(Id_Solicitacao_Fila_Atendimento)
Fortlev|dbo.Rl_Solicitacao_Fila_Atendimento_Usuario|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Tela  Fortlev dbo.Si_Tela(Id_Tela)
Fortlev|dbo.Rl_Usuario_Grupo_Si_Tela|FK: Id_Usuario_Grupo  Fortlev dbo.Usuario_Grupo(Id_Usuario_Grupo)
Fortlev|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Tela
Fortlev|dbo.Rl_Usuario_Grupo_Si_Tela|PK: Id_Usuario_Grupo
Fortlev|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Template  Fortlev dbo.Si_Template(Id_Template)
Fortlev|dbo.Rl_Usuario_Grupo_Si_Template|FK: Id_Usuario_Grupo  Fortlev dbo.Usuario_Grupo(Id_Usuario_Grupo)
Fortlev|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Template
Fortlev|dbo.Rl_Usuario_Grupo_Si_Template|PK: Id_Usuario_Grupo
Fortlev|dbo.Rl_Usuario_Solicitacao_Permissao|FK: Id_Solicitacao_Permissao  Fortlev dbo.Solicitacao_Permissao(Id_Solicitacao_Permissao)
Fortlev|dbo.Rl_Usuario_Solicitacao_Permissao|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Rl_Usuario_Solicitacao_Permissao|PK: Id_Solicitacao_Permissao
Fortlev|dbo.Rl_Usuario_Solicitacao_Permissao|PK: Id_Usuario
Fortlev|dbo.Secao|PK: Id_Secao
Fortlev|dbo.Servico|PK: Id_Servico
Fortlev|dbo.Setor|PK: Id_Setor
Fortlev|dbo.Si_Ano_Fiscal|PK: Id
Fortlev|dbo.Si_Aproveitamento|PK: DB_Tipo_Parametro_BLT
Fortlev|dbo.Si_Aproveitamento|PK: DB_Tipo_Parametro_PCT
Fortlev|dbo.Si_Desmarca_Bilhete|PK: DB_Tipo_Parametro
Fortlev|dbo.Si_Formato_Valida_Data|PK: Id_Valida_Data
Fortlev|dbo.Si_Idioma|PK: Id_Idioma
Fortlev|dbo.Si_Menu|PK: Id_Menu
Fortlev|dbo.Si_Tela_Campo_Traducao|FK: Id_Campo  Fortlev dbo.Si_Tela_Campo(Id_Campo)
Fortlev|dbo.Si_Tela_Campo_Traducao|FK: Id_Idioma  Fortlev dbo.Si_Idioma(Id_Idioma)
Fortlev|dbo.Si_Tela_Campo_Traducao|PK: Id_Traducao
Fortlev|dbo.Si_Tela_Campo|FK: Id_Tela  Fortlev dbo.Si_Tela(Id_Tela)
Fortlev|dbo.Si_Tela_Campo|PK: Id_Campo
Fortlev|dbo.Si_Tela|FK: Id_Menu  Fortlev dbo.Si_Menu(Id_Menu)
Fortlev|dbo.Si_Tela|PK: Id_Tela
Fortlev|dbo.Si_Template|FK: Id_Ativo_Tipo_Grupo  Fortlev dbo.Ativo_Tipo_Grupo(Id_Ativo_Tipo_Grupo)
Fortlev|dbo.Si_Template|PK: Id_Template
Fortlev|dbo.Si_Texto_Termo|PK: Caixa
Fortlev|dbo.Si_Texto_Termo|PK: Pagina
Fortlev|dbo.Si_Usuario_Perfil_Acesso|FK: Id_Usuario_Perfil  Fortlev dbo.Si_Usuario_Perfil(Id_Usuario_Perfil)
Fortlev|dbo.Si_Usuario_Perfil_Acesso|PK: Id_Usuario_Perfil_Acesso
Fortlev|dbo.Si_Usuario_Perfil|PK: Id_Usuario_Perfil
Fortlev|dbo.Si_Volumetria|PK: DB_Tipo_Parametro
Fortlev|dbo.Solicitacao_Avaliacao|FK: Id_Solicitacao  Fortlev dbo.Solicitacao(Id_Solicitacao)
Fortlev|dbo.Solicitacao_Avaliacao|PK: Id_Solicitacao_Avaliacao
Fortlev|dbo.Solicitacao_Bilhete_Tipo|FK: Id_Bilhete_Tipo  Fortlev dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Fortlev|dbo.Solicitacao_Bilhete_Tipo|PK: Id_Bilhete_Tipo
Fortlev|dbo.Solicitacao_Data_Parada|PK: Id_Data_Parada
Fortlev|dbo.Solicitacao_Fila_Atendimento|PK: Id_Solicitacao_Fila_Atendimento
Fortlev|dbo.Solicitacao_Item|FK: Id_Solicitacao  Fortlev dbo.Solicitacao(Id_Solicitacao)
Fortlev|dbo.Solicitacao_Item|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Solicitacao_Item|PK: Id_Solicitacao_Item
Fortlev|dbo.Solicitacao_Permissao|PK: Id_Solicitacao_Permissao
Fortlev|dbo.Solicitacao_SLA|PK: Id_Solicitacao_SLA
Fortlev|dbo.Solicitacao_Solucao|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Solicitacao_Solucao|PK: Id_Solicitacao_Solucao
Fortlev|dbo.Solicitacao_Tipo|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_Permissao  Fortlev dbo.Solicitacao_Permissao(Id_Solicitacao_Permissao)
Fortlev|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_SLA  Fortlev dbo.Solicitacao_SLA(Id_Solicitacao_SLA)
Fortlev|dbo.Solicitacao_Tipo|FK: Id_Solicitacao_Unidade_Processo  Fortlev dbo.Solicitacao_Unidade_Processo(Id_Processo_Unidade_Solicitacao)
Fortlev|dbo.Solicitacao_Tipo|FK: Id_Solicitcao_Fila_Atendimento  Fortlev dbo.Solicitacao_Fila_Atendimento(Id_Solicitacao_Fila_Atendimento)
Fortlev|dbo.Solicitacao_Tipo|PK: Id_Solicitacao_Tipo
Fortlev|dbo.Solicitacao_Unidade_Processo|PK: Id_Processo_Unidade_Solicitacao
Fortlev|dbo.Solicitacao|FK: Id_Ativo_Tipo  Fortlev dbo.Ativo_Tipo(Id_Ativo_Tipo)
Fortlev|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Operadora  Fortlev dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
Fortlev|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Usuario  Fortlev dbo.Consumidor_Unidade(Id_Consumidor_Unidade)
Fortlev|dbo.Solicitacao|FK: Id_Mail_Caixa_Saida_Usuario  Fortlev dbo.Mail_Caixa_Saida(Id_Mail_Caixa_Siada)
Fortlev|dbo.Solicitacao|FK: Id_Solicitacao_Solucao  Fortlev dbo.Solicitacao_Solucao(Id_Solicitacao_Solucao)
Fortlev|dbo.Solicitacao|FK: Id_Solicitacao_Tipo  Fortlev dbo.Solicitacao_Tipo(Id_Solicitacao_Tipo)
Fortlev|dbo.Solicitacao|FK: Id_Usuario  Fortlev dbo.Usuario(Id_Usuario)
Fortlev|dbo.Solicitacao|PK: Id_Solicitacao
Fortlev|dbo.sysdiagrams|PK: diagram_id
Fortlev|dbo.Tronco_Grupo|PK: Id_Tronco_Grupo
Fortlev|dbo.Tronco|FK: Id_Conglomerado  Fortlev dbo.Conglomerado(Id_Conglomerado)
Fortlev|dbo.Tronco|FK: Id_Tronco_Grupo  Fortlev dbo.Tronco_Grupo(Id_Tronco_Grupo)
Fortlev|dbo.Tronco|PK: Id_Tronco
Fortlev|dbo.Usuario_Grupo|PK: Id_Usuario_Grupo
Fortlev|dbo.Usuario|FK: Id_Consumidor  Fortlev dbo.Consumidor(Id_Consumidor)
Fortlev|dbo.Usuario|FK: Id_Idioma  Fortlev dbo.Si_Idioma(Id_Idioma)
Fortlev|dbo.Usuario|FK: Id_Usuario_Grupo  Fortlev dbo.Usuario_Grupo(Id_Usuario_Grupo)
Fortlev|dbo.Usuario|FK: Id_Usuario_Perfil  Fortlev dbo.Si_Usuario_Perfil(Id_Usuario_Perfil)
Fortlev|dbo.Usuario|FK: Id_Usuario_Perfil_Acesso  Fortlev dbo.Si_Usuario_Perfil_Acesso(Id_Usuario_Perfil_Acesso)
Fortlev|dbo.Usuario|PK: Id_Usuario
Vale_backup|dbo.__RefactorLog|PK: OperationKey
Vale_backup|dbo.Agenda_Marcacao_Particular|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Agenda_Marcacao_Particular|PK: Id_Usuario
Vale_backup|dbo.Agenda_Marcacao_Particular|PK: Nr_Destino
Vale_backup|dbo.App_Captura_Imei|FK: Id_Usuario  Vale_backup dbo.Usuario(Id_Usuario)
Vale_backup|dbo.Ativo_App_Trafego_Aplicativo|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Ativo_App_Trafego|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Ativo_Complemento|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Ativo_Complemento|PK: Id_Ativo_Complemento
Vale_backup|dbo.Ativo_Consumidor_Alerta|FK: Id_Consumidor  Vale_backup dbo.Consumidor(Id_Consumidor)
Vale_backup|dbo.Ativo_Fabricante|PK: Id_Ativo_Fabricante
Vale_backup|dbo.Ativo_Fr_Aquisicao|PK: Id_Ativo_Fr_Aquisicao
Vale_backup|dbo.Ativo_log|PK: Id_Ativo_log
Vale_backup|dbo.Ativo_Modelo|FK: Id_Ativo_Fabricante  Vale_backup dbo.Ativo_Fabricante(Id_Ativo_Fabricante)
Vale_backup|dbo.Ativo_Modelo|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Ativo_Modelo|PK: Id_Ativo_Modelo
Vale_backup|dbo.Ativo_Parametro|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Ativo_Parametro|FK: Id_Ativo_Fr_Aquisicao  Vale_backup dbo.Ativo_Fr_Aquisicao(Id_Ativo_Fr_Aquisicao)
Vale_backup|dbo.Ativo_Parametro|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Ativo_Parametro|FK: Id_Contrato  Vale_backup dbo.Contrato(Id_Contrato)
Vale_backup|dbo.Ativo_Parametro|FK: Id_Tronco_Grupo  Vale_backup dbo.Tronco_Grupo(Id_Tronco_Grupo)
Vale_backup|dbo.Ativo_Parametro|PK: Id_Ativo
Vale_backup|dbo.Ativo_Status|PK: Id_Ativo_Status
Vale_backup|dbo.Ativo_Tipo_Contato_Corporativo|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Ativo_Tipo_Grupo_Tipo|PK: Id_Ativo_Tipo_Grupo_Tipo
Vale_backup|dbo.Ativo_Tipo_Grupo|PK: Id_Ativo_Tipo_Grupo
Vale_backup|dbo.Ativo_Tipo_Imagem|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Ativo_Tipo_Imagem|PK: Id_Ativo_Tipo
Vale_backup|dbo.Ativo_Tipo_Sub_Grupo|PK: Id_Ativo_Tipo_Sub_Grupo
Vale_backup|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Grupo  Vale_backup dbo.Ativo_Tipo_Grupo(Id_Ativo_Tipo_Grupo)
Vale_backup|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Grupo_Tipo  Vale_backup dbo.Ativo_Tipo_Grupo_Tipo(Id_Ativo_Tipo_Grupo_Tipo)
Vale_backup|dbo.Ativo_Tipo|FK: Id_Ativo_Tipo_Sub_Grupo  Vale_backup dbo.Ativo_Tipo_Sub_Grupo(Id_Ativo_Tipo_Sub_Grupo)
Vale_backup|dbo.Ativo_Tipo|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Ativo_Tipo|PK: Id_Ativo_Tipo
Vale_backup|dbo.Ativo|FK: Id_Ativo_Modelo  Vale_backup dbo.Ativo_Modelo(Id_Ativo_Modelo)
Vale_backup|dbo.Ativo|FK: Id_Ativo_Status  Vale_backup dbo.Ativo_Status(Id_Ativo_Status)
Vale_backup|dbo.Ativo|FK: Id_Ativo_Tipo  Vale_backup dbo.Ativo_Tipo(Id_Ativo_Tipo)
Vale_backup|dbo.Ativo|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Ativo|PK: Id_Ativo
Vale_backup|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Conta  Vale_backup dbo.Auditoria_Conta(Id_Auditoria_Conta)
Vale_backup|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Lote  Vale_backup dbo.Auditoria_Lote(Id_Auditoria_Lote)
Vale_backup|dbo.Auditoria_Acompanhamento|FK: Id_Auditoria_Status  Vale_backup dbo.Auditoria_Status(Id_Auditoria_Status)
Vale_backup|dbo.Auditoria_Acompanhamento|PK: Id_Auditoria_Acompanhamento
Vale_backup|dbo.Auditoria_Conta|FK: Id_Auditoria_Lote  Vale_backup dbo.Auditoria_Lote(Id_Auditoria_Lote)
Vale_backup|dbo.Auditoria_Conta|PK: Id_Auditoria_Conta
Vale_backup|dbo.Auditoria_Contestacao|FK: Id_Fatura  Vale_backup dbo.Fatura(Id_Fatura)
Vale_backup|dbo.Auditoria_Contestacao|PK: Id_Auditoria_Contestacao
Vale_backup|dbo.Auditoria_Item|FK: Id_Ativo  Vale_backup dbo.Ativo(Id_Ativo)
Vale_backup|dbo.Auditoria_Item|FK: Id_Auditoria_Resumo  Vale_backup dbo.Auditoria_Resumo(Id_Auditoria_Resumo)
Vale_backup|dbo.Auditoria_Item|FK: Id_Bilhete_Tipo  Vale_backup dbo.Bilhete_Tipo(Id_Bilhete_Tipo)
Vale_backup|dbo.Auditoria_Item|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Auditoria_Item|PK: Id_Auditoria_Item
Vale_backup|dbo.Auditoria_Lote|FK: Id_Conglomerado  Vale_backup dbo.Conglomerado(Id_Conglomerado)
Vale_backup|dbo.Auditoria_Lote|PK: Id_Auditoria_Lote
Vale_backup|dbo.Auditoria_Resumo|PK: Id_Auditoria_Resumo
Vale_backup|dbo.Auditoria_Status|PK: Id_Auditoria_Status
Vale_backup|dbo.Auditoria_Texto|FK: Id_Auditoria_lote  Vale_backup dbo.Auditoria_Lote(Id_Auditoria_Lote)
Vale_backup|dbo.Auditoria_Texto|PK: Id_Auditoria_Texto
Vale_backup|dbo.Auditoria_Tipo|FK: Id_Auditoria_Conta  Vale_backup dbo.Auditoria_Conta(Id_Auditoria_Conta)
Vale_backup|dbo.Auditoria_Tipo|PK: Id_Auditoria_Tipo
Vale_backup|dbo.Bilhete_Data|FK: Id_Lote  Vale_backup dbo.Lote(Id_Lote)
